x,y
3.924975925321509962e-01,8.994655536188264633e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.794248010640884905e-01,1.201584721710876290e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.877486860056206242e-01,9.964959103234740864e-03
3.874408894096993961e-01,1.004071424739358051e-02
3.877486860056206242e-01,9.964959103234740864e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.874408894096993961e-01,1.004071424739358051e-02
3.877486860056206242e-01,9.964959103234740864e-03
3.874408894096993961e-01,1.004071424739358051e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.725214511370547599e-01,1.336777516564468908e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.739618560758412591e-01,1.309095199919807669e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.752698344935229136e-01,1.283581611930007665e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.764600375312714409e-01,1.260148638775929024e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.802277245555489293e-01,1.185682837305191036e-02
3.809430625787673663e-01,1.171455816235144644e-02
3.802277245555489293e-01,1.185682837305191036e-02
4.006855559693409119e-01,7.326940633866070411e-03
4.006855559693409119e-01,7.326940633866070411e-03
4.006855559693409119e-01,7.326940633866070411e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.006855559693409119e-01,7.326940633866070411e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.006855559693409119e-01,7.326940633866070411e-03
4.024307386054251090e-01,6.984255330291699350e-03
4.006855559693409119e-01,7.326940633866070411e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.991141876653931386e-01,7.645492470308332469e-03
3.977015148268884248e-01,7.932690535346976005e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.964310594485559447e-01,8.189367233071443569e-03
3.952889625650973793e-01,8.420970855268784458e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.893306683022256798e-01,9.657037983137928966e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.898409210053170315e-01,9.550054033848167853e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.884580800448705351e-01,9.828903455692815025e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.888713629315025955e-01,9.750460604565060196e-03
3.826911153053491055e-01,1.136534176972689263e-02
3.826911153053491055e-01,1.136534176972689263e-02
3.826911153053491055e-01,1.136534176972689263e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.826911153053491055e-01,1.136534176972689263e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.826911153053491055e-01,1.136534176972689263e-02
3.831628734067550335e-01,1.127138082071779505e-02
3.826911153053491055e-01,1.136534176972689263e-02
3.910323939460708109e-01,9.299875821824002062e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.910323939460708109e-01,9.299875821824002062e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.910323939460708109e-01,9.299875821824002062e-03
3.904061344722217219e-01,9.431156717051320665e-03
3.910323939460708109e-01,9.299875821824002062e-03
3.910323939460708109e-01,9.299875821824002062e-03
3.910323939460708109e-01,9.299875821824002062e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.880855567362979652e-01,9.896530699225381325e-03
3.877486860056206242e-01,9.964959103234740864e-03
3.857689534495370998e-01,1.072477667497476542e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.855186032662330509e-01,1.079761831072127871e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.857689534495370998e-01,1.072477667497476542e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.846527524528958741e-01,1.098075977426089464e-02
3.843218035217460526e-01,1.104427389997480503e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.859978578367362356e-01,1.064567562283593068e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.862194084555838347e-01,1.056723098736469559e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.874408894096993961e-01,1.004071424739358051e-02
3.871571058222353923e-01,1.012514889774465514e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.852475366485669239e-01,1.086215504977132602e-02
3.849597214947857449e-01,1.092127806128589604e-02
3.924975925321509962e-01,8.994655536188264633e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.917268101099865008e-01,9.154882784151890593e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.924975925321509962e-01,8.994655536188264633e-03
3.835875773632170804e-01,1.118731158868498457e-02
3.835875773632170804e-01,1.118731158868498457e-02
3.835875773632170804e-01,1.118731158868498457e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.835875773632170804e-01,1.118731158868498457e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.835875773632170804e-01,1.118731158868498457e-02
3.839690791914223689e-01,1.111257697710368864e-02
3.835875773632170804e-01,1.118731158868498457e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.821680341082810961e-01,1.146988786941155296e-02
3.815876287366186115e-01,1.158594417757517932e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.709292791887196516e-01,1.366868881677170931e-02
3.691650117523260222e-01,1.399307575171239784e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.794248010640884905e-01,1.201584721710876290e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.775432066138718623e-01,1.238758941501901835e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.785287015763484364e-01,1.219292783911564426e-02
3.785287015763484364e-01,1.219292783911564426e-02
4.043164315670307873e-01,6.618681565413053573e-03
4.043164315670307873e-01,6.618681565413053573e-03
4.043164315670307873e-01,6.618681565413053573e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.043164315670307873e-01,6.618681565413053573e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.043164315670307873e-01,6.618681565413053573e-03
4.062939022066068828e-01,6.236436637805514716e-03
4.043164315670307873e-01,6.618681565413053573e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.942624253916102162e-01,8.630567211455393573e-03
3.933398343704829769e-01,8.820391703008811229e-03
3.868934192862545918e-01,1.021911423788108599e-02
3.866500066641717082e-01,1.032625413791392506e-02
3.868934192862545918e-01,1.021911423788108599e-02
3.866500066641717082e-01,1.032625413791392506e-02
3.866500066641717082e-01,1.032625413791392506e-02
3.866500066641717082e-01,1.032625413791392506e-02
3.866500066641717082e-01,1.032625413791392506e-02
